autoDraftTypeId,id,lineupSlotId,memberId,overallPickNumber,roundId,roundPickNumber
0,1,2,{REDACTED-ESPN-MEMBER-ID},1,1,1
0,2,4,{REDACTED-ESPN-MEMBER-ID},2,1,2
0,3,2,{REDACTED-ESPN-MEMBER-ID},3,1,3
0,4,0,{REDACTED-ESPN-MEMBER-ID},4,1,4
3,5,2,,5,1,5
0,6,4,{REDACTED-ESPN-MEMBER-ID},6,1,6
0,7,2,{REDACTED-ESPN-MEMBER-ID},7,1,7
0,8,2,{REDACTED-ESPN-MEMBER-ID},8,1,8
0,9,4,{REDACTED-ESPN-MEMBER-ID},9,1,9
0,10,0,{REDACTED-ESPN-MEMBER-ID},10,1,10
1,11,4,,11,1,11
3,12,4,,12,1,12
0,13,4,{REDACTED-ESPN-MEMBER-ID},13,1,13
0,14,4,{REDACTED-ESPN-MEMBER-ID},14,1,14
0,15,2,{REDACTED-ESPN-MEMBER-ID},15,2,1
0,16,2,{REDACTED-ESPN-MEMBER-ID},16,2,2
3,17,2,,17,2,3
1,18,4,,18,2,4
0,19,6,{REDACTED-ESPN-MEMBER-ID},19,2,5
0,20,0,{REDACTED-ESPN-MEMBER-ID},20,2,6
0,21,0,{REDACTED-ESPN-MEMBER-ID},21,2,7
0,22,2,{REDACTED-ESPN-MEMBER-ID},22,2,8
0,23,0,{REDACTED-ESPN-MEMBER-ID},23,2,9
0,24,4,{REDACTED-ESPN-MEMBER-ID},24,2,10
0,25,4,{REDACTED-ESPN-MEMBER-ID},25,2,11
0,26,2,{REDACTED-ESPN-MEMBER-ID},26,2,12
0,27,2,{REDACTED-ESPN-MEMBER-ID},27,2,13
0,28,2,{REDACTED-ESPN-MEMBER-ID},28,2,14
0,29,4,{REDACTED-ESPN-MEMBER-ID},29,3,1
0,30,4,{REDACTED-ESPN-MEMBER-ID},30,3,2
0,31,0,{REDACTED-ESPN-MEMBER-ID},31,3,3
0,32,2,{REDACTED-ESPN-MEMBER-ID},32,3,4
0,33,4,{REDACTED-ESPN-MEMBER-ID},33,3,5
0,34,4,{REDACTED-ESPN-MEMBER-ID},34,3,6
0,35,4,{REDACTED-ESPN-MEMBER-ID},35,3,7
0,36,2,{REDACTED-ESPN-MEMBER-ID},36,3,8
0,37,2,{REDACTED-ESPN-MEMBER-ID},37,3,9
0,38,23,{REDACTED-ESPN-MEMBER-ID},38,3,10
1,39,2,,39,3,11
3,40,4,,40,3,12
0,41,4,{REDACTED-ESPN-MEMBER-ID},41,3,13
0,42,6,{REDACTED-ESPN-MEMBER-ID},42,3,14
0,43,2,{REDACTED-ESPN-MEMBER-ID},43,4,1
0,44,23,{REDACTED-ESPN-MEMBER-ID},44,4,2
3,45,23,,45,4,3
1,46,23,,46,4,4
0,47,20,{REDACTED-ESPN-MEMBER-ID},47,4,5
0,48,6,{REDACTED-ESPN-MEMBER-ID},48,4,6
0,49,4,{REDACTED-ESPN-MEMBER-ID},49,4,7
0,50,4,{REDACTED-ESPN-MEMBER-ID},50,4,8
0,51,2,{REDACTED-ESPN-MEMBER-ID},51,4,9
0,52,2,{REDACTED-ESPN-MEMBER-ID},52,4,10
0,53,4,{REDACTED-ESPN-MEMBER-ID},53,4,11
0,54,4,{REDACTED-ESPN-MEMBER-ID},54,4,12
0,55,23,{REDACTED-ESPN-MEMBER-ID},55,4,13
0,56,6,{REDACTED-ESPN-MEMBER-ID},56,4,14
0,57,0,{REDACTED-ESPN-MEMBER-ID},57,5,1
0,58,2,{REDACTED-ESPN-MEMBER-ID},58,5,2
0,59,4,{REDACTED-ESPN-MEMBER-ID},59,5,3
0,60,6,{REDACTED-ESPN-MEMBER-ID},60,5,4
0,61,23,{REDACTED-ESPN-MEMBER-ID},61,5,5
0,62,2,{REDACTED-ESPN-MEMBER-ID},62,5,6
0,63,6,{REDACTED-ESPN-MEMBER-ID},63,5,7
0,64,6,{REDACTED-ESPN-MEMBER-ID},64,5,8
0,65,2,{REDACTED-ESPN-MEMBER-ID},65,5,9
0,66,2,{REDACTED-ESPN-MEMBER-ID},66,5,10
1,67,6,,67,5,11
3,68,2,,68,5,12
0,69,2,{REDACTED-ESPN-MEMBER-ID},69,5,13
0,70,4,{REDACTED-ESPN-MEMBER-ID},70,5,14
0,71,23,{REDACTED-ESPN-MEMBER-ID},71,6,1
0,72,0,{REDACTED-ESPN-MEMBER-ID},72,6,2
3,73,6,,73,6,3
1,74,20,,74,6,4
0,75,2,{REDACTED-ESPN-MEMBER-ID},75,6,5
0,76,4,{REDACTED-ESPN-MEMBER-ID},76,6,6
0,77,4,{REDACTED-ESPN-MEMBER-ID},77,6,7
0,78,23,{REDACTED-ESPN-MEMBER-ID},78,6,8
0,79,23,{REDACTED-ESPN-MEMBER-ID},79,6,9
0,80,20,{REDACTED-ESPN-MEMBER-ID},80,6,10
0,81,2,{REDACTED-ESPN-MEMBER-ID},81,6,11
0,82,6,{REDACTED-ESPN-MEMBER-ID},82,6,12
0,83,20,{REDACTED-ESPN-MEMBER-ID},83,6,13
0,84,4,{REDACTED-ESPN-MEMBER-ID},84,6,14
0,85,23,{REDACTED-ESPN-MEMBER-ID},85,7,1
0,86,0,{REDACTED-ESPN-MEMBER-ID},86,7,2
0,87,23,{REDACTED-ESPN-MEMBER-ID},87,7,3
0,88,23,{REDACTED-ESPN-MEMBER-ID},88,7,4
0,89,0,{REDACTED-ESPN-MEMBER-ID},89,7,5
0,90,6,{REDACTED-ESPN-MEMBER-ID},90,7,6
0,91,0,{REDACTED-ESPN-MEMBER-ID},91,7,7
0,92,23,{REDACTED-ESPN-MEMBER-ID},92,7,8
0,93,23,{REDACTED-ESPN-MEMBER-ID},93,7,9
0,94,4,{REDACTED-ESPN-MEMBER-ID},94,7,10
1,95,2,,95,7,11
3,96,20,,96,7,12
0,97,6,{REDACTED-ESPN-MEMBER-ID},97,7,13
0,98,20,{REDACTED-ESPN-MEMBER-ID},98,7,14
0,99,0,{REDACTED-ESPN-MEMBER-ID},99,8,1
0,100,20,{REDACTED-ESPN-MEMBER-ID},100,8,2
3,101,20,,101,8,3
1,102,20,,102,8,4
0,103,20,{REDACTED-ESPN-MEMBER-ID},103,8,5
0,104,20,{REDACTED-ESPN-MEMBER-ID},104,8,6
0,105,17,{REDACTED-ESPN-MEMBER-ID},105,8,7
0,106,20,{REDACTED-ESPN-MEMBER-ID},106,8,8
0,107,20,{REDACTED-ESPN-MEMBER-ID},107,8,9
0,108,6,{REDACTED-ESPN-MEMBER-ID},108,8,10
0,109,17,{REDACTED-ESPN-MEMBER-ID},109,8,11
0,110,20,{REDACTED-ESPN-MEMBER-ID},110,8,12
0,111,20,{REDACTED-ESPN-MEMBER-ID},111,8,13
0,112,17,{REDACTED-ESPN-MEMBER-ID},112,8,14
0,113,20,{REDACTED-ESPN-MEMBER-ID},113,9,1
0,114,20,{REDACTED-ESPN-MEMBER-ID},114,9,2
0,115,20,{REDACTED-ESPN-MEMBER-ID},115,9,3
0,116,20,{REDACTED-ESPN-MEMBER-ID},116,9,4
0,117,20,{REDACTED-ESPN-MEMBER-ID},117,9,5
0,118,20,{REDACTED-ESPN-MEMBER-ID},118,9,6
0,119,20,{REDACTED-ESPN-MEMBER-ID},119,9,7
0,120,20,{REDACTED-ESPN-MEMBER-ID},120,9,8
0,121,20,{REDACTED-ESPN-MEMBER-ID},121,9,9
0,122,4,{REDACTED-ESPN-MEMBER-ID},122,9,10
1,123,20,,123,9,11
3,124,20,,124,9,12
0,125,20,{REDACTED-ESPN-MEMBER-ID},125,9,13
3,126,16,,126,9,14
3,127,17,,127,10,1
0,128,20,{REDACTED-ESPN-MEMBER-ID},128,10,2
3,129,16,,129,10,3
1,130,20,,130,10,4
0,131,16,{REDACTED-ESPN-MEMBER-ID},131,10,5
0,132,20,{REDACTED-ESPN-MEMBER-ID},132,10,6
0,133,16,{REDACTED-ESPN-MEMBER-ID},133,10,7
0,134,16,{REDACTED-ESPN-MEMBER-ID},134,10,8
0,135,20,{REDACTED-ESPN-MEMBER-ID},135,10,9
3,136,20,,136,10,10
0,137,16,{REDACTED-ESPN-MEMBER-ID},137,10,11
0,138,20,{REDACTED-ESPN-MEMBER-ID},138,10,12
0,139,20,{REDACTED-ESPN-MEMBER-ID},139,10,13
0,140,16,{REDACTED-ESPN-MEMBER-ID},140,10,14
0,141,20,{REDACTED-ESPN-MEMBER-ID},141,11,1
0,142,6,{REDACTED-ESPN-MEMBER-ID},142,11,2
0,143,20,{REDACTED-ESPN-MEMBER-ID},143,11,3
0,144,20,{REDACTED-ESPN-MEMBER-ID},144,11,4
0,145,20,{REDACTED-ESPN-MEMBER-ID},145,11,5
0,146,20,{REDACTED-ESPN-MEMBER-ID},146,11,6
0,147,20,{REDACTED-ESPN-MEMBER-ID},147,11,7
0,148,20,{REDACTED-ESPN-MEMBER-ID},148,11,8
0,149,20,{REDACTED-ESPN-MEMBER-ID},149,11,9
0,150,20,{REDACTED-ESPN-MEMBER-ID},150,11,10
1,151,20,,151,11,11
3,152,17,,152,11,12
2,153,20,,153,11,13
0,154,20,{REDACTED-ESPN-MEMBER-ID},154,11,14
0,155,20,{REDACTED-ESPN-MEMBER-ID},155,12,1
2,156,16,,156,12,2
3,157,20,,157,12,3
1,158,16,,158,12,4
0,159,17,{REDACTED-ESPN-MEMBER-ID},159,12,5
0,160,20,{REDACTED-ESPN-MEMBER-ID},160,12,6
0,161,20,{REDACTED-ESPN-MEMBER-ID},161,12,7
0,162,17,{REDACTED-ESPN-MEMBER-ID},162,12,8
1,163,20,,163,12,9
3,164,16,,164,12,10
0,165,20,{REDACTED-ESPN-MEMBER-ID},165,12,11
0,166,17,{REDACTED-ESPN-MEMBER-ID},166,12,12
0,167,20,{REDACTED-ESPN-MEMBER-ID},167,12,13
0,168,20,{REDACTED-ESPN-MEMBER-ID},168,12,14
0,169,20,{REDACTED-ESPN-MEMBER-ID},169,13,1
0,170,16,{REDACTED-ESPN-MEMBER-ID},170,13,2
0,171,16,{REDACTED-ESPN-MEMBER-ID},171,13,3
0,172,20,{REDACTED-ESPN-MEMBER-ID},172,13,4
3,173,17,,173,13,5
0,174,17,{REDACTED-ESPN-MEMBER-ID},174,13,6
0,175,20,{REDACTED-ESPN-MEMBER-ID},175,13,7
0,176,20,{REDACTED-ESPN-MEMBER-ID},176,13,8
0,177,20,{REDACTED-ESPN-MEMBER-ID},177,13,9
0,178,20,{REDACTED-ESPN-MEMBER-ID},178,13,10
1,179,17,,179,13,11
3,180,20,,180,13,12
3,181,17,,181,13,13
0,182,20,{REDACTED-ESPN-MEMBER-ID},182,13,14
0,183,20,{REDACTED-ESPN-MEMBER-ID},183,14,1
3,184,20,,184,14,2
3,185,20,,185,14,3
1,186,20,,186,14,4
0,187,20,{REDACTED-ESPN-MEMBER-ID},187,14,5
0,188,20,{REDACTED-ESPN-MEMBER-ID},188,14,6
1,189,20,,189,14,7
0,190,20,{REDACTED-ESPN-MEMBER-ID},190,14,8
0,191,16,{REDACTED-ESPN-MEMBER-ID},191,14,9
3,192,20,,192,14,10
1,193,20,,193,14,11
0,194,20,{REDACTED-ESPN-MEMBER-ID},194,14,12
0,195,17,{REDACTED-ESPN-MEMBER-ID},195,14,13
0,196,20,{REDACTED-ESPN-MEMBER-ID},196,14,14
0,197,20,{REDACTED-ESPN-MEMBER-ID},197,15,1
